node_id,node_name,model,skill,source_url,list_page_url,detail_url,company_name,main_products,fit_export,quality_system,region,contact_action,company_intro,company_type,org_code,established_date,registered_capital,legal_representative,news_summary,status,error_message
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=67104,上海蛮酷科技有限公司,成像雷达、自动驾驶域控制器、毫米波雷达、自动驾驶工具链、自动驾驶算法、自动驾驶系统解决方案,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 14001、ISO 9001、ISO 45001、软件产品,上海,主要产品 全部产品 成像雷达、自动驾驶域控制器、毫米波雷达、自动驾驶工具链、自动驾驶算法、自动驾驶系统解决方案 企业简介 上海蛮酷科技有限公司创立于2019年，是一家专注于汽车自动驾驶解决方案的高科技公司，得益于创始,新闻发布,民营 机构代码： 91310105MA1FWERQXP 成立日期： 2019-04-16 注册资本： 注册资本2501.8648万元 法人代表： 席厚金 质量体,91310105MA1FWERQXP,2019-04-16 注册资本： 注册资本2501.8648万元 法人代表： 席厚金 质量体系： ISO 14001、I,注册资本2501.8648万元 法人代表： 席厚金 质量体系： ISO 14001、ISO 9001、ISO 45001、软件产品 联系方式 法人代表： 席厚金,席厚金 质量体系： ISO 14001、ISO 9001、ISO 45001、软,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=77345,合肥微远芯信息技术有限公司,毫米波雷达芯片、毫米波雷达模块,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001,合肥市高新区皖水路与将军岭路交口创新产业园三期A1栋724室 邮编： 230088 (更多联系方式请) 在线留言 我希望了解贵企业更多信息： 在线反馈 * 联系人 * 联系电话 Q,主要产品 全部产品 毫米波雷达芯片、毫米波雷达模块 企业简介 公司性质： 民营 机构代码： 91320691MA1MAD6FXY 成立日期： 2015-10-26 注册资本： 3000万元人民币 法人代表： 田彤 质,新闻发布,民营 机构代码： 91320691MA1MAD6FXY 成立日期： 2015-10-26 注册资本： 3000万元人民币 法人代表： 田彤 质量体系： ISO,91320691MA1MAD6FXY,2015-10-26 注册资本： 3000万元人民币 法人代表： 田彤 质量体系： ISO 9001 联系方式 法人代表,3000万元人民币 法人代表： 田彤 质量体系： ISO 9001 联系方式 法人代表： 田彤 地址： 合肥市高新区皖水路与将军岭路交口创新产业园三期A1栋72,田彤 质量体系： ISO 9001 联系方式 法人代表： 田彤 地址： 合肥市高,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=78118,上海豫兴电子科技有限公司,"盲区可视电子后视镜（横屏/竖屏），精准预警（超声波雷达、毫米波雷达、视觉AI算法）,智能辅助驾驶解决方案",三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 14001,上海豫兴电子科技有限公司 上海豫兴电子科技有,"主要产品 全部产品 盲区可视电子后视镜（横屏/竖屏），精准预警（超声波雷达、毫米波雷达、视觉AI算法）,智能辅助驾驶解决方案 企业简介 豫兴电子是一个智能辅助驾驭产品生产商，专注基于汽车盲区辅助驾驶产品的研发、制造、",新闻发布,民营 机构代码： 913101126762808231 成立日期： 2008-06-26 注册资本： 注册资本1898.1461万元 法人代表： 付红强 单位人,913101126762808231,2008-06-26 注册资本： 注册资本1898.1461万元 法人代表： 付红强 单位人数： 63 质量体系： IS,注册资本1898.1461万元 法人代表： 付红强 单位人数： 63 质量体系： ISO 14001 联系方式 法人代表： 付红强 地址： 上海市青浦区高光路2,付红强 单位人数： 63 质量体系： ISO 14001 联系方式 法人代表：,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=77610,富临精工股份有限公司,气门挺柱、气门摇臂、VVT、VVL、自动张紧器、机油喷嘴、电子水泵、电子真空泵、变速器/减振器电磁阀、精密机械零件，新能源电控及总成、锂电池正极材料、24GHz或77GHz毫米波雷达等,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 50001,四川省绵阳高端制造产业园凤凰中路37号 邮编： 621000 (更多联系方式请) 在线留言 我希望了解贵企业更多信息： 在线反馈 * 联系人 * 联系电话 QQ 微信 * 内容 -,主要产品 全部产品 气门挺柱、气门摇臂、VVT、VVL、自动张紧器、机油喷嘴、电子水泵、电子真空泵、变速器/减振器电磁阀、精密机械零件，新能源电控及总成、锂电池正极材料、24GHz或77GHz毫米波雷达等 企业简介,新闻发布,股份制 机构代码： 91510700708956104R 成立日期： 1997-11-10 注册资本： 注册资本170976.0242万元 法人代表： 王志红,91510700708956104R,1997-11-10 注册资本： 注册资本170976.0242万元 法人代表： 王志红 单位人数： 1700 质量体系,注册资本170976.0242万元 法人代表： 王志红 单位人数： 1700 质量体系： IATF 16949、ISO 50001 联系方式 法人代表： 王志红,王志红 单位人数： 1700 质量体系： IATF 16949、ISO 5000,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=46123,深圳安智杰科技有限公司,毫米波雷达传感器、图像识别传感器、滞留人员传感器；提供汽车并线辅助系统、前向双预警系统、AEB/ACC、车内滞留人员检测系统解决方案,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 14001、高新技术企业,广东,主要产品 全部产品 毫米波雷达传感器、图像识别传感器、滞留人员传感器,新闻发布,民营 机构代码： 91440300MA5DEDC063 成立日期： 2016-06-13 注册资本： 注册资本7086.25055万元 法人代表： 张勇 质量体,91440300MA5DEDC063,2016-06-13 注册资本： 注册资本7086.25055万元 法人代表： 张勇 质量体系： IATF 16949、,"注册资本7086.25055万元 法人代表： 张勇 质量体系： IATF 16949、ISO 14001、高新技术企业 注册商标： ACCUDGE,ANPHET",张勇 质量体系： IATF 16949、ISO 14001、高新技术企业 注册商,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；提供汽车并线辅助系统、前向双预警系统、AEB/ACC,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=78129,上海蛮酷科技有限公司,成像雷达、自动驾驶域控制器、毫米波雷达、自动驾驶工具链、自动驾驶算法、自动驾驶系统解决方案,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 14001、ISO 9001、ISO 45001、软件产品,上海蛮酷科技有限公司 上海蛮酷科技有限公司,主要产品 全部产品 成像雷达、自动驾驶域控制器、毫米波雷达、自动驾驶工具链、自动驾驶算法、自动驾驶系统解决方案 企业简介 上海蛮酷科技有限公司创立于2019年，是一家专注于汽车自动驾驶解决方案的高科技公司，得益于创始,新闻发布,民营 机构代码： 91310105MA1FWERQXP 成立日期： 2019-04-16 注册资本： 注册资本2501.8648万元 法人代表： 席厚金 质量体,91310105MA1FWERQXP,2019-04-16 注册资本： 注册资本2501.8648万元 法人代表： 席厚金 质量体系： ISO 14001、I,注册资本2501.8648万元 法人代表： 席厚金 质量体系： ISO 14001、ISO 9001、ISO 45001、软件产品 联系方式 法人代表： 席厚金,席厚金 质量体系： ISO 14001、ISO 9001、ISO 45001、软,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=36401,立胜汽车科技(苏州)有限公司,智能座舱（传感器、人机界面系统、控制、执行器），智能网联（天线、网关等），自动驾驶（摄像头、毫米波雷达等）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、高新技术企业,江苏,主要产品 全部产品 智能座舱（传感器、人机界面系统、控制、执行器），智能网联（天线、网关等），自动驾驶（摄像头、毫米波雷达等） 企业简介 天合汽车零部件(苏州)有限公司 目前位于苏州相城经济开发区的天合汽车零部件(苏,新闻发布,其他 机构代码： 91320500670127158L 成立日期： 2007-12-28 注册资本： 注册资本2000万美元 法人代表： 王来春 单位人数： 3,91320500670127158L,2007-12-28 注册资本： 注册资本2000万美元 法人代表： 王来春 单位人数： 378 经营期限： 2007-,注册资本2000万美元 法人代表： 王来春 单位人数： 378 经营期限： 2007-12-28 至 2057-12-27 质量体系： IATF 16949、高,王来春 单位人数： 378 经营期限： 2007-12-28 至 2057-12,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=46389,上海航盛实业有限公司,车载娱乐系统，车载安全辅助系统（疲劳驾驶侦测系统、胎压监测系统、360全景影像、毫米波雷达、抬头显示HUD），车联网解决方案，智能驾驶舱、T-BOX车载终端,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 14001、ISO 45001、软件产品、高新技术企业,上海,主要产品 全部产品 车载娱乐系统，车载安全辅助系统（疲劳驾驶侦测系统、胎压监测系统、360全景影像、毫米波雷达、抬头显示HUD），车联网解决方案，智能驾驶舱、T-BOX车载终端 企业简介 公司性质： 民营 机构代码：,新闻发布,民营 机构代码： 91310114734572251X 成立日期： 2002-01-08 注册资本： 注册资本5000万元 法人代表： 盛家方 单位人数： 10,91310114734572251X,2002-01-08 注册资本： 注册资本5000万元 法人代表： 盛家方 单位人数： 109 质量体系： ISO 14,注册资本5000万元 法人代表： 盛家方 单位人数： 109 质量体系： ISO 14001、ISO 45001、软件产品、高新技术企业 注册商标： HSAE牌,盛家方 单位人数： 109 质量体系： ISO 14001、ISO 45001、,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=77622,福建中科云杉信息技术有限公司,车载应用领域，成像77GHz调相连续波（PMCW）毫米波雷达系列产品，包括超远视距的前视雷达、宽角中距雷达和角雷达，用于高级辅助驾驶及自动驾驶领域；智慧交通领域，通过雷达对车体、...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001,福建中科云杉信息技术有限公司 福建中科云杉信,主要产品 全部产品 车载应用领域，成像77GHz调相连续波（PMCW）毫米波雷达系列产品，包括超远视距的前视雷达、宽角中距雷达和角雷达，用于高级辅助驾驶及自动驾驶领域,新闻发布,三资 机构代码： 91350200MA3356Y13T 成立日期： 2019-08-20 注册资本： 1562.5万元人民币 法人代表： YUANCHENG C,91350200MA3356Y13T,2019-08-20 注册资本： 1562.5万元人民币 法人代表： YUANCHENG CHRIS PAN 质量体系：,1562.5万元人民币 法人代表： YUANCHENG CHRIS PAN 质量体系： ISO 9001 联系方式 法人代表： YUANCHENG CHRIS,YUANCHENG CHRIS PAN 质量体系： ISO 9001 联系方式,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=68409,富满微电子集团股份有限公司,是集成电路综合方案提供商，产品包括微波雷达（5.8G定频雷达、24G毫米波雷达）、WLAN产品（WLAN Switches、WLAN FEM）、电源管理（AC-DC DC-DC）、LED显示屏系列（列驱动、行驱动、行...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001,广东,主要产品 全部产品 是集成电路综合方案提供商，产品包括微波雷达（5.8G定频雷达、24G毫米波雷达）、WLAN产品（WLAN Switches、WLAN FEM）、电源管理（AC-DC DC-DC）、LED显示屏系列（列驱动、行驱动、行驱动,新闻发布,其他 机构代码： 9144030073305556XX 成立日期： 2001-11-05 注册资本： 注册资本21772.4473万元 法人代表： 刘景裕 单位,9144030073305556XX,2001-11-05 注册资本： 注册资本21772.4473万元 法人代表： 刘景裕 单位人数： 386 质量体系：,注册资本21772.4473万元 法人代表： 刘景裕 单位人数： 386 质量体系： ISO 9001 联系方式 法人代表： 刘景裕 地址： 广东省深圳市福田区,刘景裕 单位人数： 386 质量体系： ISO 9001 联系方式 法人代表：,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=44347,木牛领航（江苏）科技有限公司,专注于毫米波雷达智能系统解决方案的服务商，产品包括4D成像雷达、中短距角雷达、中远距前向雷达，应用于自动驾驶、智慧交通、智能物联、立体出行和智能体育等多领域,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、高新技术企业,北京,主要产品 全部产品 专注于毫米波雷达智能系统解决方案的服务商，产品包括4D成像雷达、中短距角雷达、中远距前向雷达，应用于自动驾驶、智慧交通、智能物联、立体出行和智能体育等多领域 企业简介 公司性质： 民营 机构代码：,新闻发布,民营 机构代码： 91110105351317114K 成立日期： 2015-07-22 注册资本： 注册资本2425.07万元 法人代表： 王宗博 单位人数：,91110105351317114K,2015-07-22 注册资本： 注册资本2425.07万元 法人代表： 王宗博 单位人数： 116 质量体系： ISO,"注册资本2425.07万元 法人代表： 王宗博 单位人数： 116 质量体系： ISO 9001、高新技术企业 注册商标： 木牛领航,WAYV 联系方式 法人代",王宗博 单位人数： 116 质量体系： ISO 9001、高新技术企业 注册商标,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=67136,上海几何伙伴智能驾驶有限公司,汽车自动驾驶系统（车载4D毫米波成像雷达系统、车载红外成像、4D成像雷达+可见光视觉+红外成像多传感融合感知系统、自动驾驶系统软件等）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 9001,上海,主要产品 全部产品 汽车自动驾驶系统（车载4D毫米波成像雷达系统、车载红外成像、4D成像雷达+可见光视觉+红外成像多传感融合感知系统、自动驾驶系统软件等） 企业简介 几何伙伴G-pal提供满足自动驾驶各阶段需要的基于,新闻发布,其他 机构代码： 91310115MA1K47RJ5L 成立日期： 2018-10-26 注册资本： 注册资本1444.9676万元 法人代表： 薛旦 单位人数,91310115MA1K47RJ5L,2018-10-26 注册资本： 注册资本1444.9676万元 法人代表： 薛旦 单位人数： 66 质量体系： IAT,注册资本1444.9676万元 法人代表： 薛旦 单位人数： 66 质量体系： IATF 16949、ISO 9001 联系方式 法人代表： 薛旦 地址： 中国,薛旦 单位人数： 66 质量体系： IATF 16949、ISO 9001 联系,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=45120,广州勘帝德电子科技有限公司,车载摄像头、行车记录仪、360度全景影像系统（AVM）、座舱监测系统（DMS/OMS）、智能后视镜（CMS）、ETC、毫米波雷达盲区监测系统（BSD）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 45001、ISO 14001、高新技术企业,广东,主要产品 全部产品 车载摄像头、行车记录仪、360度全景影像系统（AVM）、座舱监测系统（DMS/OMS）、智能后视镜（CMS）、ETC、毫米波雷达盲区监测系统（BSD） 企业简介 公司性质： 民营 机构代码： 91,新闻发布,民营 机构代码： 914401130883680794 成立日期： 2014-03-13 注册资本： 注册资本3000万元 法人代表： 李标 单位人数： 123,914401130883680794,2014-03-13 注册资本： 注册资本3000万元 法人代表： 李标 单位人数： 123 质量体系： IATF 16,注册资本3000万元 法人代表： 李标 单位人数： 123 质量体系： IATF 16949、ISO 45001、ISO 14001、高新技术企业 注册商标：,李标 单位人数： 123 质量体系： IATF 16949、ISO 45001、,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=44866,钧捷科技(北京)有限公司,汽车夜视系统NVS、疲劳驾驶预警DDD、前方碰撞预警FCW、毫米波雷达、泊车辅助PA、行车记录系统DVR、交通标志识别RSR、高清360环视SVC、车道偏离预警LDW、智能辅助系统ADAS、盲点检测B...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,高新技术企业,北京,主要产品 全部产品 汽车夜视系统NVS、疲劳驾驶预警DDD、前方碰撞预警FCW、毫米波雷达、泊车辅助PA、行车记录系统DVR、交通标志识别RSR、高清360环视SVC、车道偏离预警LDW、智能辅助系统ADAS、盲点检测BSM、行人检测系统P,新闻发布,民营 机构代码： 91110117MA002H1C9K 成立日期： 2015-12-15 注册资本： 注册资本2721.55万元 法人代表： 余勇 质量体系：,91110117MA002H1C9K,2015-12-15 注册资本： 注册资本2721.55万元 法人代表： 余勇 质量体系： 高新技术企业 注册商标： 钧,注册资本2721.55万元 法人代表： 余勇 质量体系： 高新技术企业 注册商标： 钧捷 联系方式 法人代表： 余勇 地址： 北京市昌平区回龙观镇龙域中街1号院,余勇 质量体系： 高新技术企业 注册商标： 钧捷 联系方式 法人代表： 余勇 地,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=41027,长沙莫之比智能科技有限公司,79GHz毫米波雷达、雷达与视频融合系列产品，产品赋能于汽车ADAS、无人机避障、智能停车场、交通检测等领域,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 9001、软件产品、高新技术企业,湖南,主要产品 全部产品 79GHz毫米波雷达、雷达与视频融合系列产品，产品赋能于汽车ADAS、无人机避障、智能停车场、交通检测等领域 企业简介 公司性质： 民营 机构代码： 91430100MA4M0WKC7A 成立日期,新闻发布,民营 机构代码： 91430100MA4M0WKC7A 成立日期： 2017-08-14 注册资本： 注册资本657.025万元 法人代表： 陈浩文 单位人数：,91430100MA4M0WKC7A,2017-08-14 注册资本： 注册资本657.025万元 法人代表： 陈浩文 单位人数： 68 质量体系： IATF,注册资本657.025万元 法人代表： 陈浩文 单位人数： 68 质量体系： IATF 16949、ISO 9001、软件产品、高新技术企业 注册商标： 智眸达,陈浩文 单位人数： 68 质量体系： IATF 16949、ISO 9001、软,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=78148,上海几何伙伴智能驾驶有限公司,汽车自动驾驶系统（车载4D毫米波成像雷达系统、车载红外成像、4D成像雷达+可见光视觉+红外成像多传感融合感知系统、自动驾驶系统软件等）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 9001,上海几何伙伴智能驾驶有限公司 上海几何伙伴智,主要产品 全部产品 汽车自动驾驶系统（车载4D毫米波成像雷达系统、车载红外成像、4D成像雷达+可见光视觉+红外成像多传感融合感知系统、自动驾驶系统软件等） 企业简介 几何伙伴G-pal提供满足自动驾驶各阶段需要的基于,新闻发布,其他 机构代码： 91310115MA1K47RJ5L 成立日期： 2018-10-26 注册资本： 注册资本1444.9676万元 法人代表： 薛旦 单位人数,91310115MA1K47RJ5L,2018-10-26 注册资本： 注册资本1444.9676万元 法人代表： 薛旦 单位人数： 66 质量体系： IAT,注册资本1444.9676万元 法人代表： 薛旦 单位人数： 66 质量体系： IATF 16949、ISO 9001 联系方式 法人代表： 薛旦 地址： 中国,薛旦 单位人数： 66 质量体系： IATF 16949、ISO 9001 联系,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=47172,合肥晟泰克汽车电子股份有限公司,智能驾驶产品，包括车用摄像头、毫米波雷达、超声波雷达、智驾控制AVM、APA、ACC、AED；车身电子产品，包括车速传感器、TPMS、智能遥控器、车身控制BCM、VCU和DCU等,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、IATF 16949、ISO 45001、ISO 14001、高新技术企业,安徽,主要产品 全部产品 智能驾驶产品，包括车用摄像头、毫米波雷达、超声波雷达、智驾控制AVM、APA、ACC、AED,新闻发布,股份制 机构代码： 913401007467843586 成立日期： 2003-03-10 注册资本： 注册资本6553.7514万元 法人代表： 许永华 单位,913401007467843586,2003-03-10 注册资本： 注册资本6553.7514万元 法人代表： 许永华 单位人数： 289 质量体系： I,注册资本6553.7514万元 法人代表： 许永华 单位人数： 289 质量体系： ISO 9001、IATF 16949、ISO 45001、ISO 1400,许永华 单位人数： 289 质量体系： ISO 9001、IATF 16949、,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=78661,北京理工睿行电子科技有限公司,AMFR804T6高精度毫米波测距雷达、77GHz汽车前防撞雷达AFMR403T1、77GHz汽车角雷达ASSR402T1、77GHz汽车点云成像雷达PCIR_T1、生命体征探测雷达,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,,北京理工睿行电子科技有限公司 北京理工睿行电,主要产品 全部产品 AMFR804T6高精度毫米波测距雷达、77GHz汽车前防撞雷达AFMR403T1、77GHz汽车角雷达ASSR402T1、77GHz汽车点云成像雷达PCIR_T1、生命体征探测雷达 企业简介 公,新闻发布,民营 机构代码： 91110106MA01NAM35C 成立日期： 2019-10-25 注册资本： 注册资本5500万元 法人代表： 曾大治 联系方式 法人代,91110106MA01NAM35C,2019-10-25 注册资本： 注册资本5500万元 法人代表： 曾大治 联系方式 法人代表： 曾大治 地址： 北京市,注册资本5500万元 法人代表： 曾大治 联系方式 法人代表： 曾大治 地址： 北京市丰台区万丰路318号院1号楼5层04室 邮编： 100161 (更多联系方,曾大治 联系方式 法人代表： 曾大治 地址： 北京市丰台区万丰路318号院1号楼,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=3,https://www.chinaautosupplier.com/company.php?mid=77382,杭州睿达智感科技有限公司,毫米波雷达传感器及系统，应用于车载安全、智慧停车、智能硬件、无人机、智慧交通、安防系统等领域,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,,杭州市余杭区仓前街道文一西路1218号38幢1单元101室 邮编： 311100 (更多联系方式请) 在线留言 我希望了解贵企业更多信息： 在线反馈 * 联系人 * 联系电话 QQ,主要产品 全部产品 毫米波雷达传感器及系统，应用于车载安全、智慧停车、智能硬件、无人机、智慧交通、安防系统等领域 企业简介 公司性质： 民营 机构代码： 91330110MA2807X15L 成立日期： 2016-1,新闻发布,民营 机构代码： 91330110MA2807X15L 成立日期： 2016-11-24 注册资本： 1000万元人民币 法人代表： 黄正亮 联系方式 法人代表,91330110MA2807X15L,2016-11-24 注册资本： 1000万元人民币 法人代表： 黄正亮 联系方式 法人代表： 黄正亮 地址： 杭州市余,1000万元人民币 法人代表： 黄正亮 联系方式 法人代表： 黄正亮 地址： 杭州市余杭区仓前街道文一西路1218号38幢1单元101室 邮编： 311100,黄正亮 联系方式 法人代表： 黄正亮 地址： 杭州市余杭区仓前街道文一西路121,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
