node_id,node_name,model,skill,source_url,list_page_url,detail_url,company_name,main_products,fit_export,quality_system,region,contact_action,company_intro,company_type,org_code,established_date,registered_capital,employees_count,legal_representative,news_summary,status,error_message
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=48169,赣州寒锐新能源科技有限公司,主要从事钴产品的精炼生产、钴资源加废旧电池回收利用和三元前驱体生产,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 元,,江西,法人代表： 刘政,新闻发布,,,,,259,刘政,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=50474,格力钛新能源股份有限公司,钛酸锂核心材料，电池(钛酸锂方壳、软包、圆柱电池)，电机电控（驱动电机、电机控制器、三合一控制器、电池管理系统），充电设备（直流充电机、储能充电机、交流充电桩），智能储能系...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 储能系统），新能源汽车，动力电池回收梯次利用,ISO 14001、高新技术企业,广东,法人代表： 邓晓博,公司性质： 股份制,股份制,914404006981977566,2009-12-30,注册资本110333.5385万元,569,邓晓博,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=69931,浙江天能新材料有限公司,主要从事废旧锂电池的回收、处置及再利用，具备年处理2.3万吨废旧动力锂电池梯级利用及绿色回收再利用能力,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、ISO 14001、ISO 45001、ISO 50001,浙江,法人代表： 施利勇,新闻发布,,,,13725.6万元,224,施利勇,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=46141,湖南邦普汽车循环有限公司,报废汽车、电动汽车及动力电池的回收再利用、再制造、梯级利用；前驱体、正极材料、化工盐,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；前驱体、正极材料、化工盐,ISO 9001、高新技术企业,湖南,法人代表： 巩勤学,公司性质： 民营,民营,91430124670796044Y,2008-02-20,注册资本5313万元,62,巩勤学,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；前驱体、正极材料、化工盐 企业,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=50493,骆驼集团股份有限公司,铅酸蓄电池，新能原汽车动力锂电池、驱动电机、电机控制器，电池回收,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 量体系： ISO 9001,ISO 9001,湖北,法人代表： 刘长来,新闻发布,,,,,,刘长来,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=70469,上饶市鼎鑫金属化工有限公司,废旧锂离子电池综合回收利用，新能源电池材料（硫酸钴、硫酸镍、硫酸锰、碳酸锂、三元前驱体等）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 本1948.242434万美元,ISO 9001、ISO 14001,江西,法人代表： 谢明运,新闻发布,,,,,208,谢明运,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=49477,江苏海四达电源有限公司,锂离子电池、镍系二次电池，以及电池材料、电池极板和电源系统等，用于新能源汽车等领域,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 元,ISO 45001、高新技术企业,江苏,法人代表： 陈刚,新闻发布,,,,,928,陈刚,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=48465,湖南宸宇富基新能源科技有限公司,锂离子电池人造石墨负极、天然石墨负极、硅碳负极材料，旧电池回收,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 70.998万元,IATF 16949、ISO 45001、ISO 9001、ISO 14001、高新技术企业,湖南,法人代表： 周向清,新闻发布,,,,,170,周向清,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=50780,蜂巢能源科技股份有限公司,汽车动力电池、储能系统，废旧电池回收再利用,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 数： 4234,ISO 45001、ISO 14001、ISO 50001、IATF 16949、ISO 9001、高新技术企业,江苏,法人代表： 杨红新,新闻发布,,,,,,杨红新,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=2,https://www.qcgys.com/company.php?mid=76651,曲靖市华祥科技有限公司,锂离子电池回收再利用，供应锂铁磷溶液、石墨、铝屑、铜屑材料,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 位人数： 231,ISO 14001、ISO 9001、ISO 45001,云南省曲靖经济技术开发区西城工业园区龙街标准厂房3栋2层,法人代表： 徐浩,新闻发布,,,,,231,徐浩,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=71545,广东金晟新能源股份有限公司,锂电回收利用解决方案，电池级硫酸钴、硫酸镍、硫酸锰、碳酸锂等锂电池材料,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、ISO 14001、ISO 45001,广东,法人代表： 李森,新闻发布,,,,,254,李森,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=44157,哈尔滨巴特瑞资源再生科技有限公司,动力电池、锂电池梯次循环应用、拆解技术和设备研发，主要服务于政府、整车厂商和电池厂商,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 07,,黑龙江,法人代表： 肇广才,新闻发布,,,,注册资本2000万元,,肇广才,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=50819,格林美股份有限公司,废旧电池回收、处理与循环利用，提供新能源材料（硫酸镍、硫酸钴、硫酸锰、电池级球形氧化钴、四氧化三钴、钴酸锂、三元前驱体材料、三元正极材料等）；梯级利用电池包（生产储能电站...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；梯级利用电池包（生产储能电站、UPS不间断电源、叉车电池、三轮车电池、高空作业车及驻车空调电池等）,高新技术企业,广东,法人代表： 许开华,公司性质： 股份制,股份制,914403007341643035,2001-12-28,注册资本512629.1557万元,6000,许开华,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=76429,安徽恒创睿能环保科技集团有限公司,锂电池回收利用，电池材料（正极粉末、负极粉末、铜粉、铝粉、隔膜、外壳、硫酸钴、硫酸镍、碳酸锂、硫酸锰）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 EC6KM87,,安徽恒创睿能环保科技集团有限公司 安徽恒创睿,法人代表： 陈志鹏,新闻发布,,,2017-02-06,注册资本6731.4417万元,,陈志鹏,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=71310,河北中化锂电科技有限公司,专注于锂离子动力蓄电池绿色拆解及回收技术研发与产业化,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 人代表： 赵彩军,ISO 9001、ISO 14001,河北,法人代表： 赵彩军,新闻发布,,,,,,赵彩军,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=71583,格林美(无锡)能源材料有限公司,废旧电池回收与动力电池材料再制造,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 39,ISO 14001、IATF 16949、ISO 50001,江苏,法人代表： 娄会友,新闻发布,,,,,,娄会友,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=71593,甘肃睿思科新材料有限公司,"电池材料循环生产,将报废电池中锂、镍、钴、锰、铝回收再利用,再造电池材料(三元前驱体、碳酸锂)",三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 民币,ISO 9001、ISO 45001,甘肃,法人代表： 陈世鹏,新闻发布,,,,,661,陈世鹏,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=75949,浙江天能新材料有限公司,主要从事废旧锂电池的回收、处置及再利用，具备年处理2.3万吨废旧动力锂电池梯级利用及绿色回收再利用能力,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、ISO 14001、ISO 45001、ISO 50001,浙江天能新材料有限公司 浙江天能新材料有限公,法人代表： 施利勇,新闻发布,,,,13725.6万元,224,施利勇,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=37810,诺贝丽斯(中国)铝制品有限公司,汽车用铝材、电池包，铝制品回收利用,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 。 诺贝丽斯常州工厂是中国***家汽车铝板生产厂商，坐落于常州高新技术开发区核心区域，为汽车结构件和车身件提供铝板。 诺贝丽斯创建于 2005 年，从铝制造商加拿大铝业分离出来。诺贝丽斯是一家年轻的以成长为导向的公司，但却拥有 90 逾年铝压延业务历史。 诺贝丽斯（中国）铝制品有限公司是诺贝丽斯在常州的独资子公司，成立于2012年6月，,ISO 14001、IATF 16949,江苏,法人代表： Liu Qing,新闻发布,三资,91320411596998157A,2012-06-18,"为5,670万美元。 诺贝丽斯常州工厂是中国***家汽车铝板生产厂商，坐落于常州高新技术开发区核心区域，为汽车结构件和车身件提供铝板。 诺贝丽斯创建于 2005 年，从铝制造商加拿大铝业分离出",318,Liu Qing,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=3,https://www.qcgys.com/company.php?mid=48312,福建卫东新能源股份有限公司,已形成汽车动力电池能量包（镍氢动力电池）和油电混合动力汽车动力总成系统、电池回收系统的完整产业链，主要用于主要应用于混合动力汽车(HEV)、启动电源、启停电池等领域,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 4457H,ISO 9001,福建,法人代表： 李恒,新闻发布,,,2010-12-14,注册资本10200万元,124,李恒,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=4,https://www.qcgys.com/company.php?mid=76482,上饶市鼎鑫金属化工有限公司,废旧锂离子电池综合回收利用，新能源电池材料（硫酸钴、硫酸镍、硫酸锰、碳酸锂、三元前驱体等）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 本1948.242434万美元,ISO 9001、ISO 14001,江西省上饶市铅山县工业园区马鞍山项目聚集区工业十六路,法人代表： 谢明运,新闻发布,,,,,208,谢明运,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=4,https://www.qcgys.com/company.php?mid=69831,庄信万丰(张家港)环保科技有限公司,主要生产国六标准的汽车尾气处理三元催化剂产品；燃料电池回收，提炼和回收膜电极组件（MEA）中的铂族金属,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；燃料电池回收，提炼和回收膜电极组件（MEA）中的铂族金属,IATF 16949,江苏,法人代表： 刘喜鹏,公司性质： 三资,三资,91320592MA1W49PT01,2018-02-13,注册资本5405万美元,189,刘喜鹏,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=4,https://www.qcgys.com/company.php?mid=69834,珠海中力新能源科技有限公司,废旧电池回收利用，电池正、负极粉、铜、铝箔等材料,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 汉,ISO 45001、ISO 9001,广东,法人代表： 王汉,新闻发布,,,,,138,王汉,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=4,https://www.qcgys.com/company.php?mid=47828,赣州市豪鹏科技有限公司,镍氢电池、锂离子电池、电源系统；新能源整车制造；动力锂电池回收,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；新能源整车制造；动力锂电池回收,ISO 45001、ISO 9001、ISO 14001、ISO 50001、高新技术企业,江西,法人代表： 吕喆,公司性质： 民营,民营,913607025610818831,2010-09-21,注册资本8947.3685万元,142,吕喆,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；新能源整车制造；动力锂电池回收 企业简介 公司性质,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=4,https://www.qcgys.com/company.php?mid=48106,青海弗迪实业有限公司,动力电池材料生产及回收,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949,青海,法人代表： 何龙,新闻发布,,,,,,何龙,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=4,https://www.qcgys.com/company.php?mid=70123,武汉动力电池再生技术有限公司,新能源汽车废旧动力电池回收、拆解、梯次利用；电池、电池材料,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；电池、电池材料,IATF 16949、ISO 9001,湖北,法人代表： 张宇平,公司性质： 三资,三资,91420117MA49LYJ43T,2020-11-20,注册资本102200.3205万元,111,张宇平,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；电池、电池材料 企业简,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=4,https://www.qcgys.com/company.php?mid=70638,曲靖市华祥科技有限公司,锂离子电池回收再利用，供应锂铁磷溶液、石墨、铝屑、铜屑材料,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 位人数： 231,ISO 14001、ISO 9001、ISO 45001,云南,法人代表： 徐浩,新闻发布,,,,,231,徐浩,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
1657,电池回收,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=212&catid=376&page=4,https://www.qcgys.com/company.php?mid=77554,广东金晟新能源股份有限公司,锂电回收利用解决方案，电池级硫酸钴、硫酸镍、硫酸锰、碳酸锂等锂电池材料,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、ISO 14001、ISO 45001,广东金晟新能源股份有限公司 广东金晟新能源股,法人代表： 李森,新闻发布,,,,,254,李森,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
